state,district,confirmed_count,date,district_nm,incr_percentage
Kerala,Thrissur,13,2020-04-11,Tr,0
Kerala,Alappuzha,5,2020-04-11,Aa,0
Kerala,Kasaragod,166,2020-04-11,Kd,0
Kerala,Pathanamthitta,16,2020-04-11,Pa,0
Kerala,Kannur,70,2020-04-11,Kr,0
Kerala,Ernakulam,24,2020-04-11,Em,0
Kerala,Kottayam,3,2020-04-11,Km,0
Kerala,Thiruvananthapuram,14,2020-04-11,Tm,0
Kerala,Idukki,10,2020-04-11,Ii,0
Kerala,Malappuram,20,2020-04-11,Mm,0
Kerala,Kozhikode,13,2020-04-11,Ke,0
Kerala,Palakkad,7,2020-04-11,Pd,0
Kerala,Wayanad,3,2020-04-11,Wd,0
Kerala,Kollam,9,2020-04-11,Km,0
Delhi,East Delhi,1,2020-04-11,Ei,0
Delhi,South West Delhi,3,2020-04-11,Si,0
Delhi,West Delhi,2,2020-04-11,Wi,0
Delhi,North Delhi,3,2020-04-11,Ni,0
Delhi,New Delhi,5,2020-04-11,Ni,0
Delhi,South Delhi,26,2020-04-11,Si,0
Delhi,North East Delhi,1,2020-04-11,Ni,0
Delhi,North West Delhi,3,2020-04-11,Ni,0
Delhi,Unknown,1025,2020-04-11,Un,0
Telangana,Hyderabad,104,2020-04-11,Hd,0
Telangana,Karimnagar,4,2020-04-11,Kr,0
Telangana,Bhadradri Kothagudem,3,2020-04-11,Bm,0
Telangana,Ranga Reddy,3,2020-04-11,Ry,0
Telangana,Medchal Malkajgiri,4,2020-04-11,Mi,0
Telangana,Unknown,327,2020-04-11,Un,0
Telangana,Warangal Urban,2,2020-04-11,Wn,0
Telangana,Vikarabad,2,2020-04-11,Vd,0
Telangana,Adilabad,2,2020-04-11,Ad,0
Telangana,Nirmal,4,2020-04-11,Nl,0
Telangana,Nizamabad,18,2020-04-11,Nd,0
Telangana,Peddapalli,2,2020-04-11,Pi,0
Telangana,Sangareddy,1,2020-04-11,Sy,0
Telangana,Jagitial,1,2020-04-11,Jl,0
Telangana,Jogulamba Gadwal,17,2020-04-11,Jl,0
Telangana,Mahabubnagar,6,2020-04-11,Mr,0
Telangana,Suryapet,3,2020-04-11,St,0
Rajasthan,Italians*,2,2020-04-11,I*,0
Rajasthan,Jaipur,301,2020-04-11,Jr,0
Rajasthan,Jhunjhunu,31,2020-04-11,Ju,0
Rajasthan,Bhilwara,28,2020-04-11,Ba,0
Rajasthan,Jodhpur,43,2020-04-11,Jr,0
Rajasthan,Pali,2,2020-04-11,Pi,0
Rajasthan,Sikar,1,2020-04-11,Sr,0
Rajasthan,Pratapgarh,2,2020-04-11,Ph,0
Rajasthan,Dungarpur,5,2020-04-11,Dr,0
Rajasthan,Churu,11,2020-04-11,Cu,0
Rajasthan,Ajmer,5,2020-04-11,Ar,0
Rajasthan,Evacuees,50,2020-04-11,Es,0
Rajasthan,Alwar,7,2020-04-11,Ar,0
Rajasthan,Tonk,47,2020-04-11,Tk,0
Rajasthan,Dhaulpur,1,2020-04-11,Dr,0
Rajasthan,Udaipur,4,2020-04-11,Ur,0
Rajasthan,Bharatpur,9,2020-04-11,Br,0
Rajasthan,Bikaner,26,2020-04-11,Br,0
Rajasthan,Dausa,8,2020-04-11,Da,0
Rajasthan,Banswara,37,2020-04-11,Ba,0
Rajasthan,Karauli,3,2020-04-11,Ki,0
Rajasthan,Nagaur,1,2020-04-11,Nr,0
Rajasthan,Jaisalmer,28,2020-04-11,Jr,0
Rajasthan,Kota,33,2020-04-11,Ka,0
Rajasthan,Jhalawar,14,2020-04-11,Jr,0
Rajasthan,Barmer,1,2020-04-11,Br,0
Haryana,Italians*,14,2020-04-11,I*,0
Haryana,Gurugram,32,2020-04-11,Gm,0
Haryana,Faridabad,29,2020-04-11,Fd,0
Haryana,Panipat,4,2020-04-11,Pt,0
Haryana,Panchkula,5,2020-04-11,Pa,0
Haryana,Sonipat,3,2020-04-11,St,0
Haryana,Palwal,29,2020-04-11,Pl,0
Haryana,Ambala,7,2020-04-11,Aa,0
Haryana,Sirsa,3,2020-04-11,Sa,0
Haryana,Hisar,2,2020-04-11,Hr,0
Haryana,Rohtak,1,2020-04-11,Rk,0
Haryana,Nuh,38,2020-04-11,Nh,0
Haryana,Karnal,5,2020-04-11,Kl,0
Haryana,Bhiwani,2,2020-04-11,Bi,0
Haryana,Kaithal,2,2020-04-11,Kl,0
Haryana,Charki Dadri,1,2020-04-11,Ci,0
Haryana,Jind,1,2020-04-11,Jd,0
Haryana,Fatehabad,1,2020-04-11,Fd,0
Uttar Pradesh,Agra,92,2020-04-11,Aa,0
Uttar Pradesh,Ghaziabad,27,2020-04-11,Gd,0
Uttar Pradesh,Lucknow,29,2020-04-11,Lw,0
Uttar Pradesh,Gautam Buddha Nagar,62,2020-04-11,Gr,0
Uttar Pradesh,Kheri,4,2020-04-11,Ki,0
Uttar Pradesh,Moradabad,1,2020-04-11,Md,0
Uttar Pradesh,Varanasi,9,2020-04-11,Vi,0
Uttar Pradesh,Kanpur Nagar,9,2020-04-11,Kr,0
Uttar Pradesh,Pilibhit,2,2020-04-11,Pt,0
Uttar Pradesh,Jaunpur,4,2020-04-11,Jr,0
Uttar Pradesh,Baghpat,5,2020-04-11,Bt,0
Uttar Pradesh,Shamli,17,2020-04-11,Si,0
Uttar Pradesh,Meerut,48,2020-04-11,Mt,0
Uttar Pradesh,Bareilly,6,2020-04-11,By,0
Uttar Pradesh,Bulandshahr,11,2020-04-11,Br,0
Uttar Pradesh,Basti,9,2020-04-11,Bi,0
Uttar Pradesh,Hardoi,2,2020-04-11,Hi,0
Uttar Pradesh,Shahjahanpur,1,2020-04-11,Sr,0
Uttar Pradesh,Firozabad,11,2020-04-11,Fd,0
Uttar Pradesh,Azamgarh,4,2020-04-11,Ah,0
Uttar Pradesh,Saharanpur,21,2020-04-11,Sr,0
Uttar Pradesh,Pratapgarh,6,2020-04-11,Ph,0
Uttar Pradesh,Hapur,6,2020-04-11,Hr,0
Uttar Pradesh,Ghazipur,5,2020-04-11,Gr,0
Uttar Pradesh,Banda,2,2020-04-11,Ba,0
Uttar Pradesh,Mahrajganj,6,2020-04-11,Mj,0
Uttar Pradesh,Hathras,4,2020-04-11,Hs,0
Uttar Pradesh,Mirzapur,2,2020-04-11,Mr,0
Uttar Pradesh,Rae Bareli,2,2020-04-11,Ri,0
Uttar Pradesh,Bara Banki,1,2020-04-11,Bi,0
Uttar Pradesh,Auraiya,3,2020-04-11,Aa,0
Uttar Pradesh,Mathura,5,2020-04-11,Ma,0
Uttar Pradesh,Budaun,2,2020-04-11,Bn,0
Uttar Pradesh,Kaushambi,2,2020-04-11,Ki,0
Uttar Pradesh,Bijnor,1,2020-04-11,Br,0
Uttar Pradesh,Prayagraj,1,2020-04-11,Pj,0
Uttar Pradesh,Sitapur,10,2020-04-11,Sr,0
Uttar Pradesh,Muzaffarnagar,6,2020-04-11,Mr,0
Uttar Pradesh,Amroha,7,2020-04-11,Aa,0
Uttar Pradesh,Rampur,6,2020-04-11,Rr,0
Uttar Pradesh,Bhadohi,1,2020-04-11,Bi,0
Ladakh,Leh,12,2020-04-11,Lh,0
Ladakh,Kargil,3,2020-04-11,Kl,0
Tamil Nadu,Kancheepuram,7,2020-04-11,Km,0
Tamil Nadu,Chennai,182,2020-04-11,Ci,0
Tamil Nadu,Erode,60,2020-04-11,Ee,0
Tamil Nadu,Coimbatore,97,2020-04-11,Ce,0
Tamil Nadu,Tirunelveli,58,2020-04-11,Ti,0
Tamil Nadu,Tiruppur,26,2020-04-11,Tr,0
Tamil Nadu,Madurai,25,2020-04-11,Mi,0
Tamil Nadu,Chengalpattu,40,2020-04-11,Cu,0
Tamil Nadu,Salem,14,2020-04-11,Sm,0
Tamil Nadu,Ranipet,36,2020-04-11,Rt,0
Tamil Nadu,Thanjavur,11,2020-04-11,Tr,0
Tamil Nadu,Vellore,11,2020-04-11,Ve,0
Tamil Nadu,Virudhunagar,11,2020-04-11,Vr,0
Tamil Nadu,Karur,22,2020-04-11,Kr,0
Tamil Nadu,Tiruvannamalai,7,2020-04-11,Ti,0
Tamil Nadu,Viluppuram,27,2020-04-11,Vm,0
Tamil Nadu,Namakkal,41,2020-04-11,Nl,0
Tamil Nadu,Kanniyakumari,15,2020-04-11,Ki,0
Tamil Nadu,Thoothukkudi,24,2020-04-11,Ti,0
Tamil Nadu,Theni,41,2020-04-11,Ti,0
Tamil Nadu,Dindigul,55,2020-04-11,Dl,0
Tamil Nadu,Sivaganga,6,2020-04-11,Sa,0
Tamil Nadu,Tirupathur,16,2020-04-11,Tr,0
Tamil Nadu,Thiruvarur,13,2020-04-11,Tr,0
Tamil Nadu,Ramanathapuram,2,2020-04-11,Rm,0
Tamil Nadu,Thiruvallur,29,2020-04-11,Tr,0
Tamil Nadu,Nagapattinam,24,2020-04-11,Nm,0
Tamil Nadu,Cuddalore,15,2020-04-11,Ce,0
Tamil Nadu,Kallakurichi,3,2020-04-11,Ki,0
Tamil Nadu,Perambalur,1,2020-04-11,Pr,0
Tamil Nadu,Tiruchirappalli,39,2020-04-11,Ti,0
Tamil Nadu,The Nilgiris,9,2020-04-11,Ts,0
Tamil Nadu,Ariyalur,1,2020-04-11,Ar,0
Tamil Nadu,Tenkasi,1,2020-04-11,Ti,0
Jammu and Kashmir,Jammu,24,2020-04-11,Ju,0
Jammu and Kashmir,Srinagar,17,2020-04-11,Sr,0
Jammu and Kashmir,Bandipore,9,2020-04-11,Be,0
Jammu and Kashmir,Unknown,131,2020-04-11,Un,0
Jammu and Kashmir,Rajouri,3,2020-04-11,Ri,0
Jammu and Kashmir,Badgam,2,2020-04-11,Bm,0
Jammu and Kashmir,Baramula,1,2020-04-11,Ba,0
Jammu and Kashmir,Shupiyan,2,2020-04-11,Sn,0
Jammu and Kashmir,Udhampur,3,2020-04-11,Ur,0
Jammu and Kashmir,Kashmir,32,2020-04-11,Kr,0
Karnataka,Bengaluru,68,2020-04-11,Bu,0
Karnataka,Kalaburagi,10,2020-04-11,Ki,0
Karnataka,Kodagu,1,2020-04-11,Ku,0
Karnataka,Chikkaballapura,12,2020-04-11,Ca,0
Karnataka,Mysuru,47,2020-04-11,Mu,0
Karnataka,Dharwad,2,2020-04-11,Dd,0
Karnataka,Uttara Kannada,10,2020-04-11,Ua,0
Karnataka,Dakshina Kannada,10,2020-04-11,Da,0
Karnataka,Udupi,4,2020-04-11,Ui,0
Karnataka,Chitradurga,1,2020-04-11,Ca,0
Karnataka,Tumakuru,2,2020-04-11,Tu,0
Karnataka,Davanagere,2,2020-04-11,De,0
Karnataka,Ballari,6,2020-04-11,Bi,0
Karnataka,Bidar,11,2020-04-11,Br,0
Karnataka,Bagalkote,8,2020-04-11,Be,0
Karnataka,Belagavi,10,2020-04-11,Bi,0
Karnataka,Bengaluru Rural,5,2020-04-11,Bl,0
Karnataka,Gadag,1,2020-04-11,Gg,0
Karnataka,Mandya,5,2020-04-11,Ma,0
Maharashtra,Pune,257,2020-04-11,Pe,0
Maharashtra,Mumbai,1146,2020-04-11,Mi,0
Maharashtra,Nagpur,25,2020-04-11,Nr,0
Maharashtra,Ahmadnagar,26,2020-04-11,Ar,0
Maharashtra,Thane,143,2020-04-11,Te,0
Maharashtra,Raigarh,7,2020-04-11,Rh,0
Maharashtra,Yavatmal,4,2020-04-11,Yl,0
Maharashtra,Aurangabad,19,2020-04-11,Ad,0
Maharashtra,Ratnagiri,5,2020-04-11,Ri,0
Maharashtra,Palghar,18,2020-04-11,Pr,0
Maharashtra,Sangli,26,2020-04-11,Si,0
Maharashtra,Satara,6,2020-04-11,Sa,0
Maharashtra,Sindhudurg,1,2020-04-11,Sg,0
Maharashtra,Gondiya,1,2020-04-11,Ga,0
Maharashtra,Kolhapur,6,2020-04-11,Kr,0
Maharashtra,Other States*,9,2020-04-11,O*,0
Maharashtra,Jalgaon,2,2020-04-11,Jn,0
Maharashtra,Buldana,13,2020-04-11,Ba,0
Maharashtra,Nashik,14,2020-04-11,Nk,0
Maharashtra,Osmanabad,4,2020-04-11,Od,0
Maharashtra,Washim,1,2020-04-11,Wm,0
Maharashtra,Hingoli,1,2020-04-11,Hi,0
Maharashtra,Amravati,4,2020-04-11,Ai,0
Maharashtra,Latur,8,2020-04-11,Lr,0
Maharashtra,Jalna,1,2020-04-11,Ja,0
Maharashtra,Akola,12,2020-04-11,Aa,0
Maharashtra,Bid,1,2020-04-11,Bd,0
Maharashtra,Dhule,1,2020-04-11,De,0
Punjab,Amritsar,11,2020-04-11,Ar,0
Punjab,Shahid Bhagat Singh Nagar,19,2020-04-11,Sr,0
Punjab,S.A.S. Nagar,50,2020-04-11,Sr,0
Punjab,Hoshiarpur,7,2020-04-11,Hr,0
Punjab,Jalandhar,15,2020-04-11,Jr,0
Punjab,Ludhiana,10,2020-04-11,La,0
Punjab,Patiala,2,2020-04-11,Pa,0
Punjab,Rupnagar,3,2020-04-11,Rr,0
Punjab,Mansa,11,2020-04-11,Ma,0
Punjab,Pathankot,16,2020-04-11,Pt,0
Punjab,Faridkot,2,2020-04-11,Ft,0
Punjab,Barnala,2,2020-04-11,Ba,0
Punjab,Fatehgarh Sahib,2,2020-04-11,Fb,0
Punjab,Kapurthala,1,2020-04-11,Ka,0
Punjab,Moga,4,2020-04-11,Ma,0
Punjab,Sri Muktsar Sahib,1,2020-04-11,Sb,0
Punjab,Sangrur,2,2020-04-11,Sr,0
Andhra Pradesh,S.P.S. Nellore,48,2020-04-11,Se,0
Andhra Pradesh,Prakasam,41,2020-04-11,Pm,0
Andhra Pradesh,Visakhapatnam,20,2020-04-11,Vm,0
Andhra Pradesh,East Godavari,17,2020-04-11,Ei,0
Andhra Pradesh,Krishna,35,2020-04-11,Ka,0
Andhra Pradesh,Chittoor,20,2020-04-11,Cr,0
Andhra Pradesh,Guntur,75,2020-04-11,Gr,0
Andhra Pradesh,Kurnool,82,2020-04-11,Kl,0
Andhra Pradesh,Anantapur,15,2020-04-11,Ar,0
Andhra Pradesh,West Godavari,22,2020-04-11,Wi,0
Andhra Pradesh,Y.S.R.,30,2020-04-11,Y.,0
Uttarakhand,Dehradun,14,2020-04-11,Dn,0
Uttarakhand,Pauri Garhwal,2,2020-04-11,Pl,0
Uttarakhand,Udham Singh Nagar,3,2020-04-11,Ur,0
Uttarakhand,Nainital,6,2020-04-11,Nl,0
Uttarakhand,Haridwar,3,2020-04-11,Hr,0
Uttarakhand,Almora,1,2020-04-11,Aa,0
Uttarakhand,Unknown,6,2020-04-11,Un,0
Odisha,Khordha,39,2020-04-11,Ka,0
Odisha,Bhadrak,3,2020-04-11,Bk,0
Odisha,Cuttack,1,2020-04-11,Ck,0
Odisha,Puri,1,2020-04-11,Pi,0
Odisha,Jajapur,1,2020-04-11,Jr,0
Odisha,Kalahandi,2,2020-04-11,Ki,0
Odisha,Kendrapara,1,2020-04-11,Ka,0
Odisha,Dhenkanal,1,2020-04-11,Dl,0
Odisha,Unknown,5,2020-04-11,Un,0
Puducherry,Mahe,1,2020-04-11,Me,0
Puducherry,Puducherry,6,2020-04-11,Py,0
West Bengal,Kolkata,11,2020-04-11,Ka,0
West Bengal,North 24 Parganas,4,2020-04-11,Ns,0
West Bengal,Nadia,5,2020-04-11,Na,0
West Bengal,Medinipur East,3,2020-04-11,Mt,0
West Bengal,Kalimpong,1,2020-04-11,Kg,0
West Bengal,Hooghly,1,2020-04-11,Hy,0
West Bengal,Howrah,1,2020-04-11,Hh,0
West Bengal,South 24 Parganas,1,2020-04-11,Ss,0
West Bengal,Unknown,99,2020-04-11,Un,0
Chandigarh,Chandigarh,19,2020-04-11,Ch,0
Chhattisgarh,Raipur,5,2020-04-11,Rr,0
Chhattisgarh,Rajnandgaon,1,2020-04-11,Rn,0
Chhattisgarh,Bilaspur,1,2020-04-11,Br,0
Chhattisgarh,Durg,1,2020-04-11,Dg,0
Chhattisgarh,Korba,10,2020-04-11,Ka,0
Chhattisgarh,Unknown,7,2020-04-11,Un,0
Gujarat,Rajkot,18,2020-04-11,Rt,0
Gujarat,Surat,28,2020-04-11,St,0
Gujarat,Ahmadabad,243,2020-04-11,Ad,0
Gujarat,Vadodara,95,2020-04-11,Va,0
Gujarat,Gandhinagar,15,2020-04-11,Gr,0
Gujarat,Kachchh,4,2020-04-11,Kh,0
Gujarat,Mahesana,2,2020-04-11,Ma,0
Gujarat,Bhavnagar,23,2020-04-11,Br,0
Gujarat,Porbandar,3,2020-04-11,Pr,0
Gujarat,Gir Somnath,2,2020-04-11,Gh,0
Gujarat,Panch Mahals,1,2020-04-11,Ps,0
Gujarat,Patan,14,2020-04-11,Pn,0
Gujarat,Chota Udaipur,3,2020-04-11,Cr,0
Gujarat,Jamnagar,1,2020-04-11,Jr,0
Gujarat,Morbi,1,2020-04-11,Mi,0
Gujarat,Anand,5,2020-04-11,Ad,0
Gujarat,Sabar Kantha,1,2020-04-11,Sa,0
Gujarat,Dahod,1,2020-04-11,Dd,0
Gujarat,Bharuch,8,2020-04-11,Bh,0
Himachal Pradesh,Kangra,3,2020-04-11,Ka,0
Himachal Pradesh,Una,12,2020-04-11,Ua,0
Himachal Pradesh,Unknown,16,2020-04-11,Un,0
Himachal Pradesh,Sirmaur,1,2020-04-11,Sr,0
Madhya Pradesh,Jabalpur,9,2020-04-11,Jr,0
Madhya Pradesh,Bhopal,116,2020-04-11,Bl,0
Madhya Pradesh,Indore,235,2020-04-11,Ie,0
Madhya Pradesh,Ujjain,15,2020-04-11,Un,0
Madhya Pradesh,Gwalior,6,2020-04-11,Gr,0
Madhya Pradesh,Shivpuri,2,2020-04-11,Si,0
Madhya Pradesh,Chhindwara,2,2020-04-11,Ca,0
Madhya Pradesh,Morena,13,2020-04-11,Ma,0
Madhya Pradesh,Khargone,14,2020-04-11,Ke,0
Madhya Pradesh,Barwani,14,2020-04-11,Bi,0
Madhya Pradesh,Betul,1,2020-04-11,Bl,0
Madhya Pradesh,Vidisha,4,2020-04-11,Va,0
Madhya Pradesh,Other Region*,1,2020-04-11,O*,0
Madhya Pradesh,Sheopur,1,2020-04-11,Sr,0
Madhya Pradesh,Khandwa,5,2020-04-11,Ka,0
Madhya Pradesh,Dhar,1,2020-04-11,Dr,0
Madhya Pradesh,Hoshangabad,6,2020-04-11,Hd,0
Madhya Pradesh,Raisen,1,2020-04-11,Rn,0
Madhya Pradesh,Dewas,3,2020-04-11,Ds,0
Madhya Pradesh,Sagar,1,2020-04-11,Sr,0
Madhya Pradesh,Shajapur,1,2020-04-11,Sr,0
Madhya Pradesh,Unknown,78,2020-04-11,Un,0
Bihar,Munger,7,2020-04-11,Mr,0
Bihar,Patna,5,2020-04-11,Pa,0
Bihar,Siwan,29,2020-04-11,Sn,0
Bihar,Nalanda,2,2020-04-11,Na,0
Bihar,Lakhisarai,1,2020-04-11,Li,0
Bihar,Gopalganj,3,2020-04-11,Gj,0
Bihar,Gaya,5,2020-04-11,Ga,0
Bihar,Begusarai,7,2020-04-11,Bi,0
Bihar,Saran,1,2020-04-11,Sn,0
Bihar,Bhagalpur,1,2020-04-11,Br,0
Bihar,Nawada,3,2020-04-11,Na,0
